x,u_m,u_mm,M,,
7.946,-0.000110991,-0.110990743,1.727913333,,
7.947,-0.000110911,-0.110910607,1.757378333,,
7.948,-0.00011083,-0.110830473,1.786853333,,
7.949,-0.00011075,-0.110750341,1.816338333,,
7.95,-0.00011067,-0.110670211,1.845833333,,
7.951,-0.00011059,-0.110590082,1.875338333,,
7.952,-0.00011051,-0.110509956,1.904853333,,
7.953,-0.00011043,-0.110429831,1.934378333,,
7.954,-0.00011035,-0.110349709,1.963913333,,
7.955,-0.00011027,-0.110269588,1.993458333,,
7.956,-0.000110189,-0.110189469,2.023013333,,
7.957,-0.000110109,-0.110109352,2.052578333,,
7.958,-0.000110029,-0.110029238,2.082153333,,
7.959,-0.000109949,-0.109949125,2.111738333,,
7.96,-0.000109869,-0.109869014,2.141333333,,
7.961,-0.000109789,-0.109788906,2.170938333,,
7.962,-0.000109709,-0.1097088,2.200553333,,
7.963,-0.000109629,-0.109628696,2.230178333,,
7.964,-0.000109549,-0.109548594,2.259813333,,
7.965,-0.000109468,-0.109468495,2.289458333,,
7.966,-0.000109388,-0.109388397,2.319113333,,
7.967,-0.000109308,-0.109308302,2.348778333,,
7.968,-0.000109228,-0.10922821,2.378453333,,
7.969,-0.000109148,-0.10914812,2.408138333,,
7.97,-0.000109068,-0.109068032,2.437833333,,
7.971,-0.000108988,-0.108987947,2.467538333,,
7.972,-0.000108908,-0.108907864,2.497253333,,
7.973,-0.000108828,-0.108827783,2.526978333,,
7.974,-0.000108748,-0.108747706,2.556713333,,
7.975,-0.000108668,-0.10866763,2.586458333,,
7.976,-0.000108588,-0.108587558,2.616213333,,
7.977,-0.000108507,-0.108507488,2.645978333,,
7.978,-0.000108427,-0.10842742,2.675753333,,
7.979,-0.000108347,-0.108347355,2.705538333,,
7.98,-0.000108267,-0.108267293,2.735333333,,
7.981,-0.000108187,-0.108187234,2.765138333,,
7.982,-0.000108107,-0.108107178,2.794953333,,
7.983,-0.000108027,-0.108027124,2.824778333,,
7.984,-0.000107947,-0.107947073,2.854613333,,
7.985,-0.000107867,-0.107867025,2.884458333,,
7.986,-0.000107787,-0.10778698,2.914313333,,
7.987,-0.000107707,-0.107706937,2.944178333,,
7.988,-0.000107627,-0.107626898,2.974053333,,
7.989,-0.000107547,-0.107546862,3.003938333,,
7.99,-0.000107467,-0.107466828,3.033833333,,
7.991,-0.000107387,-0.107386798,3.063738333,,
7.992,-0.000107307,-0.107306771,3.093653333,,
7.993,-0.000107227,-0.107226747,3.123578333,,
7.994,-0.000107147,-0.107146726,3.153513333,,
7.995,-0.000107067,-0.107066708,3.183458333,,
7.996,-0.000106987,-0.106986693,3.213413333,,
7.997,-0.000106907,-0.106906682,3.243378333,,
7.998,-0.000106827,-0.106826673,3.273353333,,
7.999,-0.000106747,-0.106746668,3.303338333,,
8,-0.000106667,-0.106666667,3.333333333,,
8.001,-0.000106587,-0.106586668,3.363338333,,
8.002,-0.000106507,-0.106506673,3.393353333,,
8.003,-0.000106427,-0.106426682,3.423378333,,
8.004,-0.000106347,-0.106346694,3.453413333,,
8.005,-0.000106267,-0.106266709,3.483458333,,
8.006,-0.000106187,-0.106186728,3.513513333,,
8.007,-0.000106107,-0.10610675,3.543578333,,
8.008,-0.000106027,-0.106026776,3.573653333,,
8.009,-0.000105947,-0.105946805,3.603738333,,
8.01,-0.000105867,-0.105866838,3.633833333,,
8.011,-0.000105787,-0.105786875,3.663938333,,
8.012,-0.000105707,-0.105706915,3.694053333,,
8.013,-0.000105627,-0.105626959,3.724178333,,
8.014,-0.000105547,-0.105547007,3.754313333,,
8.015,-0.000105467,-0.105467059,3.784458333,,
8.016,-0.000105387,-0.105387114,3.814613333,,
8.017,-0.000105307,-0.105307173,3.844778333,,
8.018,-0.000105227,-0.105227236,3.874953333,,
8.019,-0.000105147,-0.105147303,3.905138333,,
8.02,-0.000105067,-0.105067373,3.935333333,,
8.021,-0.000104987,-0.104987448,3.965538333,,
8.022,-0.000104908,-0.104907527,3.995753333,,
8.023,-0.000104828,-0.104827609,4.025978333,,
8.024,-0.000104748,-0.104747696,4.056213333,,
8.025,-0.000104668,-0.104667787,4.086458333,,
8.026,-0.000104588,-0.104587881,4.116713333,,
8.027,-0.000104508,-0.10450798,4.146978333,,
8.028,-0.000104428,-0.104428083,4.177253333,,
8.029,-0.000104348,-0.104348191,4.207538333,,
8.03,-0.000104268,-0.104268302,4.237833333,,
8.031,-0.000104188,-0.104188418,4.268138333,,
8.032,-0.000104109,-0.104108538,4.298453333,,
8.033,-0.000104029,-0.104028662,4.328778333,,
8.034,-0.000103949,-0.10394879,4.359113333,,
8.035,-0.000103869,-0.103868923,4.389458333,,
8.036,-0.000103789,-0.103789061,4.419813333,,
8.037,-0.000103709,-0.103709202,4.450178333,,
8.038,-0.000103629,-0.103629349,4.480553333,,
8.039,-0.000103549,-0.103549499,4.510938333,,
8.04,-0.00010347,-0.103469654,4.541333333,,
8.041,-0.00010339,-0.103389814,4.571738333,,
8.042,-0.00010331,-0.103309978,4.602153333,,
8.043,-0.00010323,-0.103230147,4.632578333,,
8.044,-0.00010315,-0.103150321,4.663013333,,
8.045,-0.00010307,-0.103070499,4.693458333,,
8.046,-0.000102991,-0.102990682,4.723913333,,
8.047,-0.000102911,-0.102910869,4.754378333,,
8.048,-0.000102831,-0.102831062,4.784853333,,
8.049,-0.000102751,-0.102751259,4.815338333,,
8.05,-0.000102671,-0.102671461,4.845833333,,
8.051,-0.000102592,-0.102591668,4.876338333,,
8.052,-0.000102512,-0.102511879,4.906853333,,
8.053,-0.000102432,-0.102432096,4.937378333,,
8.054,-0.000102352,-0.102352318,4.967913333,,
8.055,-0.000102273,-0.102272544,4.998458333,,
8.056,-0.000102193,-0.102192776,5.029013333,,
8.057,-0.000102113,-0.102113012,5.059578333,,
8.058,-0.000102033,-0.102033254,5.090153333,,
8.059,-0.000101954,-0.1019535,5.120738333,,
8.06,-0.000101874,-0.101873752,5.151333333,,
8.061,-0.000101794,-0.101794009,5.181938333,,
8.062,-0.000101714,-0.101714271,5.212553333,,
8.063,-0.000101635,-0.101634538,5.243178333,,
8.064,-0.000101555,-0.101554811,5.273813333,,
8.065,-0.000101475,-0.101475089,5.304458333,,
8.066,-0.000101395,-0.101395372,5.335113333,,
8.067,-0.000101316,-0.101315661,5.365778333,,
8.068,-0.000101236,-0.101235954,5.396453333,,
8.069,-0.000101156,-0.101156254,5.427138333,,
8.07,-0.000101077,-0.101076558,5.457833333,,
8.071,-0.000100997,-0.100996868,5.488538333,,
8.072,-0.000100917,-0.100917184,5.519253333,,
8.073,-0.000100838,-0.100837505,5.549978333,,
8.074,-0.000100758,-0.100757832,5.580713333,,
8.075,-0.000100678,-0.100678164,5.611458333,,
8.076,-0.000100599,-0.100598502,5.642213333,,
8.077,-0.000100519,-0.100518846,5.672978333,,
8.078,-0.000100439,-0.100439195,5.703753333,,
8.079,-0.00010036,-0.10035955,5.734538333,,
8.08,-0.00010028,-0.10027991,5.765333333,,
8.081,-0.0001002,-0.100200277,5.796138333,,
8.082,-0.000100121,-0.100120649,5.826953333,,
8.083,-0.000100041,-0.100041027,5.857778333,,
8.084,-1.00E-04,-0.099961411,5.888613333,,
8.085,-9.99E-05,-0.099881801,5.919458333,,
8.086,-9.98E-05,-0.099802196,5.950313333,,
8.087,-9.97E-05,-0.099722598,5.981178333,,
8.088,-9.96E-05,-0.099643006,6.012053333,,
8.089,-9.96E-05,-0.099563419,6.042938333,,
8.09,-9.95E-05,-0.099483839,6.073833333,,
8.091,-9.94E-05,-0.099404265,6.104738333,,
8.092,-9.93E-05,-0.099324697,6.135653333,,
8.093,-9.92E-05,-0.099245135,6.166578333,,
8.094,-9.92E-05,-0.099165579,6.197513333,,
8.095,-9.91E-05,-0.099086029,6.228458333,,
8.096,-9.90E-05,-0.099006486,6.259413333,,
8.097,-9.89E-05,-0.098926949,6.290378333,,
8.098,-9.88E-05,-0.098847418,6.321353333,,
8.099,-9.88E-05,-0.098767893,6.352338333,,
8.1,-9.87E-05,-0.098688375,6.383333333,,
8.101,-9.86E-05,-0.098608863,6.414338333,,
8.102,-9.85E-05,-0.098529358,6.445353333,,
8.103,-9.84E-05,-0.098449859,6.476378333,,
8.104,-9.84E-05,-0.098370366,6.507413333,,
8.105,-9.83E-05,-0.09829088,6.538458333,,
8.106,-9.82E-05,-0.098211401,6.569513333,,
8.107,-9.81E-05,-0.098131928,6.600578333,,
8.108,-9.81E-05,-0.098052462,6.631653333,,
8.109,-9.80E-05,-0.097973002,6.662738333,,
8.11,-9.79E-05,-0.097893549,6.693833333,,
8.111,-9.78E-05,-0.097814103,6.724938333,,
8.112,-9.77E-05,-0.097734664,6.756053333,,
8.113,-9.77E-05,-0.097655231,6.787178333,,
8.114,-9.76E-05,-0.097575805,6.818313333,,
8.115,-9.75E-05,-0.097496386,6.849458333,,
8.116,-9.74E-05,-0.097416973,6.880613333,,
8.117,-9.73E-05,-0.097337568,6.911778333,,
8.118,-9.73E-05,-0.097258169,6.942953333,,
8.119,-9.72E-05,-0.097178778,6.974138333,,
8.12,-9.71E-05,-0.097099393,7.005333333,,
8.121,-9.70E-05,-0.097020015,7.036538333,,
8.122,-9.69E-05,-0.096940645,7.067753333,,
8.123,-9.69E-05,-0.096861281,7.098978333,,
8.124,-9.68E-05,-0.096781925,7.130213333,,
8.125,-9.67E-05,-0.096702576,7.161458333,,
8.126,-9.66E-05,-0.096623234,7.192713333,,
8.127,-9.65E-05,-0.096543899,7.223978333,,
8.128,-9.65E-05,-0.096464571,7.255253333,,
8.129,-9.64E-05,-0.09638525,7.286538333,,
8.13,-9.63E-05,-0.096305937,7.317833333,,
8.131,-9.62E-05,-0.096226631,7.349138333,,
8.132,-9.61E-05,-0.096147333,7.380453333,,
8.133,-9.61E-05,-0.096068042,7.411778333,,
8.134,-9.60E-05,-0.095988758,7.443113333,,
8.135,-9.59E-05,-0.095909482,7.474458333,,
8.136,-9.58E-05,-0.095830213,7.505813333,,
8.137,-9.58E-05,-0.095750952,7.537178333,,
8.138,-9.57E-05,-0.095671698,7.568553333,,
8.139,-9.56E-05,-0.095592452,7.599938333,,
8.14,-9.55E-05,-0.095513213,7.631333333,,
8.141,-9.54E-05,-0.095433982,7.662738333,,
8.142,-9.54E-05,-0.095354759,7.694153333,,
8.143,-9.53E-05,-0.095275544,7.725578333,,
8.144,-9.52E-05,-0.095196336,7.757013333,,
8.145,-9.51E-05,-0.095117136,7.788458333,,
8.146,-9.50E-05,-0.095037943,7.819913333,,
8.147,-9.50E-05,-0.094958759,7.851378333,,
8.148,-9.49E-05,-0.094879582,7.882853333,,
8.149,-9.48E-05,-0.094800413,7.914338333,,
8.15,-9.47E-05,-0.094721253,7.945833333,,
8.151,-9.46E-05,-0.0946421,7.977338333,,
8.152,-9.46E-05,-0.094562955,8.008853333,,
8.153,-9.45E-05,-0.094483818,8.040378333,,
8.154,-9.44E-05,-0.094404689,8.071913333,,
8.155,-9.43E-05,-0.094325568,8.103458333,,
8.156,-9.42E-05,-0.094246456,8.135013333,,
8.157,-9.42E-05,-0.094167351,8.166578333,,
8.158,-9.41E-05,-0.094088255,8.198153333,,
8.159,-9.40E-05,-0.094009166,8.229738333,,
8.16,-9.39E-05,-0.093930086,8.261333333,,
8.161,-9.39E-05,-0.093851015,8.292938333,,
8.162,-9.38E-05,-0.093771951,8.324553333,,
8.163,-9.37E-05,-0.093692896,8.356178333,,
8.164,-9.36E-05,-0.093613849,8.387813333,,
8.165,-9.35E-05,-0.093534811,8.419458333,,
8.166,-9.35E-05,-0.093455781,8.451113333,,
8.167,-9.34E-05,-0.09337676,8.482778333,,
8.168,-9.33E-05,-0.093297747,8.514453333,,
8.169,-9.32E-05,-0.093218742,8.546138333,,
8.17,-9.31E-05,-0.093139746,8.577833333,,
8.171,-9.31E-05,-0.093060759,8.609538333,,
8.172,-9.30E-05,-0.09298178,8.641253333,,
8.173,-9.29E-05,-0.09290281,8.672978333,,
8.174,-9.28E-05,-0.092823849,8.704713333,,
8.175,-9.27E-05,-0.092744896,8.736458333,,
8.176,-9.27E-05,-0.092665952,8.768213333,,
8.177,-9.26E-05,-0.092587017,8.799978333,,
8.178,-9.25E-05,-0.09250809,8.831753333,,
8.179,-9.24E-05,-0.092429173,8.863538333,,
8.18,-9.24E-05,-0.092350264,8.895333333,,
8.181,-9.23E-05,-0.092271364,8.927138333,,
8.182,-9.22E-05,-0.092192473,8.958953333,,
8.183,-9.21E-05,-0.092113591,8.990778333,,
8.184,-9.20E-05,-0.092034718,9.022613333,,
8.185,-9.20E-05,-0.091955855,9.054458333,,
8.186,-9.19E-05,-0.091877,9.086313333,,
8.187,-9.18E-05,-0.091798154,9.118178333,,
8.188,-9.17E-05,-0.091719317,9.150053333,,
8.189,-9.16E-05,-0.09164049,9.181938333,,
8.19,-9.16E-05,-0.091561671,9.213833333,,
8.191,-9.15E-05,-0.091482862,9.245738333,,
8.192,-9.14E-05,-0.091404062,9.277653333,,
8.193,-9.13E-05,-0.091325272,9.309578333,,
8.194,-9.12E-05,-0.09124649,9.341513333,,
8.195,-9.12E-05,-0.091167719,9.373458333,,
8.196,-9.11E-05,-0.091088956,9.405413333,,
8.197,-9.10E-05,-0.091010203,9.437378333,,
8.198,-9.09E-05,-0.090931459,9.469353333,,
8.199,-9.09E-05,-0.090852725,9.501338333,,
8.2,-9.08E-05,-0.090774,9.533333333,,
8.201,-9.07E-05,-0.090695285,9.565338333,,
8.202,-9.06E-05,-0.090616579,9.597353333,,
8.203,-9.05E-05,-0.090537883,9.629378333,,
8.204,-9.05E-05,-0.090459197,9.661413333,,
8.205,-9.04E-05,-0.09038052,9.693458333,,
8.206,-9.03E-05,-0.090301853,9.725513333,,
8.207,-9.02E-05,-0.090223195,9.757578333,,
8.208,-9.01E-05,-0.090144548,9.789653333,,
8.209,-9.01E-05,-0.09006591,9.821738333,,
8.21,-9.00E-05,-0.089987282,9.853833333,,
8.211,-8.99E-05,-0.089908664,9.885938333,,
8.212,-8.98E-05,-0.089830056,9.918053333,,
8.213,-8.98E-05,-0.089751457,9.950178333,,
8.214,-8.97E-05,-0.089672869,9.982313333,,
8.215,-8.96E-05,-0.089594291,10.01445833,,
8.216,-8.95E-05,-0.089515722,10.04661333,,
8.217,-8.94E-05,-0.089437164,10.07877833,,
8.218,-8.94E-05,-0.089358616,10.11095333,,
8.219,-8.93E-05,-0.089280077,10.14313833,,
8.22,-8.92E-05,-0.089201549,10.17533333,,
8.221,-8.91E-05,-0.089123032,10.20753833,,
8.222,-8.90E-05,-0.089044524,10.23975333,,
8.223,-8.90E-05,-0.088966027,10.27197833,,
8.224,-8.89E-05,-0.088887539,10.30421333,,
8.225,-8.88E-05,-0.088809063,10.33645833,,
8.226,-8.87E-05,-0.088730596,10.36871333,,
8.227,-8.87E-05,-0.08865214,10.40097833,,
8.228,-8.86E-05,-0.088573694,10.43325333,,
8.229,-8.85E-05,-0.088495259,10.46553833,,
8.23,-8.84E-05,-0.088416834,10.49783333,,
8.231,-8.83E-05,-0.08833842,10.53013833,,
8.232,-8.83E-05,-0.088260016,10.56245333,,
8.233,-8.82E-05,-0.088181623,10.59477833,,
8.234,-8.81E-05,-0.08810324,10.62711333,,
8.235,-8.80E-05,-0.088024868,10.65945833,,
8.236,-8.79E-05,-0.087946507,10.69181333,,
8.237,-8.79E-05,-0.087868156,10.72417833,,
8.238,-8.78E-05,-0.087789817,10.75655333,,
8.239,-8.77E-05,-0.087711487,10.78893833,,
8.24,-8.76E-05,-0.087633169,10.82133333,,
8.241,-8.76E-05,-0.087554862,10.85373833,,
8.242,-8.75E-05,-0.087476565,10.88615333,,
8.243,-8.74E-05,-0.087398279,10.91857833,,
8.244,-8.73E-05,-0.087320004,10.95101333,,
8.245,-8.72E-05,-0.08724174,10.98345833,,
8.246,-8.72E-05,-0.087163487,11.01591333,,
8.247,-8.71E-05,-0.087085245,11.04837833,,
8.248,-8.70E-05,-0.087007014,11.08085333,,
8.249,-8.69E-05,-0.086928795,11.11333833,,
8.25,-8.69E-05,-0.086850586,11.14583333,,
8.251,-8.68E-05,-0.086772388,11.17833833,,
8.252,-8.67E-05,-0.086694202,11.21085333,,
8.253,-8.66E-05,-0.086616027,11.24337833,,
8.254,-8.65E-05,-0.086537863,11.27591333,,
8.255,-8.65E-05,-0.08645971,11.30845833,,
8.256,-8.64E-05,-0.086381569,11.34101333,,
8.257,-8.63E-05,-0.086303439,11.37357833,,
8.258,-8.62E-05,-0.08622532,11.40615333,,
8.259,-8.61E-05,-0.086147213,11.43873833,,
8.26,-8.61E-05,-0.086069117,11.47133333,,
8.261,-8.60E-05,-0.085991033,11.50393833,,
8.262,-8.59E-05,-0.08591296,11.53655333,,
8.263,-8.58E-05,-0.085834899,11.56917833,,
8.264,-8.58E-05,-0.085756849,11.60181333,,
8.265,-8.57E-05,-0.085678811,11.63445833,,
8.266,-8.56E-05,-0.085600785,11.66711333,,
8.267,-8.55E-05,-0.08552277,11.69977833,,
8.268,-8.54E-05,-0.085444767,11.73245333,,
8.269,-8.54E-05,-0.085366776,11.76513833,,
8.27,-8.53E-05,-0.085288796,11.79783333,,
8.271,-8.52E-05,-0.085210828,11.83053833,,
8.272,-8.51E-05,-0.085132872,11.86325333,,
8.273,-8.51E-05,-0.085054928,11.89597833,,
8.274,-8.50E-05,-0.084976996,11.92871333,,
8.275,-8.49E-05,-0.084899076,11.96145833,,
8.276,-8.48E-05,-0.084821167,11.99421333,,
8.277,-8.47E-05,-0.084743271,12.02697833,,
8.278,-8.47E-05,-0.084665387,12.05975333,,
8.279,-8.46E-05,-0.084587515,12.09253833,,
8.28,-8.45E-05,-0.084509654,12.12533333,,
8.281,-8.44E-05,-0.084431806,12.15813833,,
8.282,-8.44E-05,-0.084353971,12.19095333,,
8.283,-8.43E-05,-0.084276147,12.22377833,,
8.284,-8.42E-05,-0.084198335,12.25661333,,
8.285,-8.41E-05,-0.084120536,12.28945833,,
8.286,-8.40E-05,-0.084042749,12.32231333,,
8.287,-8.40E-05,-0.083964975,12.35517833,,
8.288,-8.39E-05,-0.083887213,12.38805333,,
8.289,-8.38E-05,-0.083809463,12.42093833,,
8.29,-8.37E-05,-0.083731725,12.45383333,,
8.291,-8.37E-05,-0.083654,12.48673833,,
8.292,-8.36E-05,-0.083576288,12.51965333,,
8.293,-8.35E-05,-0.083498588,12.55257833,,
8.294,-8.34E-05,-0.083420901,12.58551333,,
8.295,-8.33E-05,-0.083343226,12.61845833,,
8.296,-8.33E-05,-0.083265564,12.65141333,,
8.297,-8.32E-05,-0.083187914,12.68437833,,
8.298,-8.31E-05,-0.083110277,12.71735333,,
8.299,-8.30E-05,-0.083032653,12.75033833,,
8.3,-8.30E-05,-0.082955042,12.78333333,,
8.301,-8.29E-05,-0.082877443,12.81633833,,
8.302,-8.28E-05,-0.082799857,12.84935333,,
8.303,-8.27E-05,-0.082722284,12.88237833,,
8.304,-8.26E-05,-0.082644724,12.91541333,,
8.305,-8.26E-05,-0.082567177,12.94845833,,
8.306,-8.25E-05,-0.082489643,12.98151333,,
8.307,-8.24E-05,-0.082412122,13.01457833,,
8.308,-8.23E-05,-0.082334614,13.04765333,,
8.309,-8.23E-05,-0.082257118,13.08073833,,
8.31,-8.22E-05,-0.082179636,13.11383333,,
8.311,-8.21E-05,-0.082102167,13.14693833,,
8.312,-8.20E-05,-0.082024712,13.18005333,,
8.313,-8.19E-05,-0.081947269,13.21317833,,
8.314,-8.19E-05,-0.08186984,13.24631333,,
8.315,-8.18E-05,-0.081792423,13.27945833,,
8.316,-8.17E-05,-0.08171502,13.31261333,,
8.317,-8.16E-05,-0.081637631,13.34577833,,
8.318,-8.16E-05,-0.081560255,13.37895333,,
8.319,-8.15E-05,-0.081482892,13.41213833,,
8.32,-8.14E-05,-0.081405542,13.44533333,,
8.321,-8.13E-05,-0.081328206,13.47853833,,
8.322,-8.13E-05,-0.081250884,13.51175333,,
8.323,-8.12E-05,-0.081173575,13.54497833,,
8.324,-8.11E-05,-0.081096279,13.57821333,,
8.325,-8.10E-05,-0.081018998,13.61145833,,
8.326,-8.09E-05,-0.080941729,13.64471333,,
8.327,-8.09E-05,-0.080864475,13.67797833,,
8.328,-8.08E-05,-0.080787234,13.71125333,,
8.329,-8.07E-05,-0.080710006,13.74453833,,
8.33,-8.06E-05,-0.080632793,13.77783333,,
8.331,-8.06E-05,-0.080555593,13.81113833,,
8.332,-8.05E-05,-0.080478407,13.84445333,,
8.333,-8.04E-05,-0.080401235,13.87777833,,
8.334,-8.03E-05,-0.080324077,13.91111333,,
8.335,-8.02E-05,-0.080246933,13.94445833,,
8.336,-8.02E-05,-0.080169803,13.97781333,,
8.337,-8.01E-05,-0.080092686,14.01117833,,
8.338,-8.00E-05,-0.080015584,14.04455333,,
8.339,-7.99E-05,-0.079938496,14.07793833,,
8.34,-7.99E-05,-0.079861421,14.11133333,,
8.341,-7.98E-05,-0.079784361,14.14473833,,
8.342,-7.97E-05,-0.079707315,14.17815333,,
8.343,-7.96E-05,-0.079630284,14.21157833,,
8.344,-7.96E-05,-0.079553266,14.24501333,,
8.345,-7.95E-05,-0.079476263,14.27845833,,
8.346,-7.94E-05,-0.079399274,14.31191333,,
8.347,-7.93E-05,-0.079322299,14.34537833,,
8.348,-7.92E-05,-0.079245339,14.37885333,,
8.349,-7.92E-05,-0.079168393,14.41233833,,
8.35,-7.91E-05,-0.079091461,14.44583333,,
8.351,-7.90E-05,-0.079014544,14.47933833,,
8.352,-7.89E-05,-0.078937641,14.51285333,,
8.353,-7.89E-05,-0.078860753,14.54637833,,
8.354,-7.88E-05,-0.078783879,14.57991333,,
8.355,-7.87E-05,-0.07870702,14.61345833,,
8.356,-7.86E-05,-0.078630176,14.64701333,,
8.357,-7.86E-05,-0.078553346,14.68057833,,
8.358,-7.85E-05,-0.078476531,14.71415333,,
8.359,-7.84E-05,-0.078399731,14.74773833,,
8.36,-7.83E-05,-0.078322945,14.78133333,,
8.361,-7.82E-05,-0.078246174,14.81493833,,
8.362,-7.82E-05,-0.078169418,14.84855333,,
8.363,-7.81E-05,-0.078092677,14.88217833,,
8.364,-7.80E-05,-0.078015951,14.91581333,,
8.365,-7.79E-05,-0.077939239,14.94945833,,
8.366,-7.79E-05,-0.077862543,14.98311333,,
8.367,-7.78E-05,-0.077785861,15.01677833,,
8.368,-7.77E-05,-0.077709195,15.05045333,,
8.369,-7.76E-05,-0.077632544,15.08413833,,
8.37,-7.76E-05,-0.077555907,15.11783333,,
8.371,-7.75E-05,-0.077479286,15.15153833,,
8.372,-7.74E-05,-0.07740268,15.18525333,,
8.373,-7.73E-05,-0.077326089,15.21897833,,
8.374,-7.72E-05,-0.077249514,15.25271333,,
8.375,-7.72E-05,-0.077172953,15.28645833,,
8.376,-7.71E-05,-0.077096408,15.32021333,,
8.377,-7.70E-05,-0.077019878,15.35397833,,
8.378,-7.69E-05,-0.076943364,15.38775333,,
8.379,-7.69E-05,-0.076866865,15.42153833,,
8.38,-7.68E-05,-0.076790381,15.45533333,,
8.381,-7.67E-05,-0.076713913,15.48913833,,
8.382,-7.66E-05,-0.076637461,15.52295333,,
8.383,-7.66E-05,-0.076561023,15.55677833,,
8.384,-7.65E-05,-0.076484602,15.59061333,,
8.385,-7.64E-05,-0.076408196,15.62445833,,
8.386,-7.63E-05,-0.076331806,15.65831333,,
8.387,-7.63E-05,-0.076255431,15.69217833,,
8.388,-7.62E-05,-0.076179072,15.72605333,,
8.389,-7.61E-05,-0.076102729,15.75993833,,
8.39,-7.60E-05,-0.076026401,15.79383333,,
8.391,-7.60E-05,-0.075950089,15.82773833,,
8.392,-7.59E-05,-0.075873793,15.86165333,,
8.393,-7.58E-05,-0.075797513,15.89557833,,
8.394,-7.57E-05,-0.075721249,15.92951333,,
8.395,-7.56E-05,-0.075645001,15.96345833,,
8.396,-7.56E-05,-0.075568769,15.99741333,,
8.397,-7.55E-05,-0.075492552,16.03137833,,
8.398,-7.54E-05,-0.075416352,16.06535333,,
8.399,-7.53E-05,-0.075340168,16.09933833,,
8.4,-7.53E-05,-0.075264,16.13333333,,
8.401,-7.52E-05,-0.075187848,16.16733833,,
8.402,-7.51E-05,-0.075111712,16.20135333,,
8.403,-7.50E-05,-0.075035593,16.23537833,,
8.404,-7.50E-05,-0.074959489,16.26941333,,
8.405,-7.49E-05,-0.074883402,16.30345833,,
8.406,-7.48E-05,-0.074807332,16.33751333,,
8.407,-7.47E-05,-0.074731277,16.37157833,,
8.408,-7.47E-05,-0.074655239,16.40565333,,
8.409,-7.46E-05,-0.074579218,16.43973833,,
8.41,-7.45E-05,-0.074503212,16.47383333,,
8.411,-7.44E-05,-0.074427224,16.50793833,,
8.412,-7.44E-05,-0.074351251,16.54205333,,
8.413,-7.43E-05,-0.074275296,16.57617833,,
8.414,-7.42E-05,-0.074199357,16.61031333,,
8.415,-7.41E-05,-0.074123434,16.64445833,,
8.416,-7.40E-05,-0.074047528,16.67861333,,
8.417,-7.40E-05,-0.073971639,16.71277833,,
8.418,-7.39E-05,-0.073895767,16.74695333,,
8.419,-7.38E-05,-0.073819911,16.78113833,,
8.42,-7.37E-05,-0.073744072,16.81533333,,
8.421,-7.37E-05,-0.07366825,16.84953833,,
8.422,-7.36E-05,-0.073592445,16.88375333,,
8.423,-7.35E-05,-0.073516656,16.91797833,,
8.424,-7.34E-05,-0.073440885,16.95221333,,
8.425,-7.34E-05,-0.07336513,16.98645833,,
8.426,-7.33E-05,-0.073289393,17.02071333,,
8.427,-7.32E-05,-0.073213672,17.05497833,,
8.428,-7.31E-05,-0.073137969,17.08925333,,
8.429,-7.31E-05,-0.073062283,17.12353833,,
8.43,-7.30E-05,-0.072986613,17.15783333,,
8.431,-7.29E-05,-0.072910961,17.19213833,,
8.432,-7.28E-05,-0.072835326,17.22645333,,
8.433,-7.28E-05,-0.072759709,17.26077833,,
8.434,-7.27E-05,-0.072684108,17.29511333,,
8.435,-7.26E-05,-0.072608525,17.32945833,,
8.436,-7.25E-05,-0.072532959,17.36381333,,
8.437,-7.25E-05,-0.072457411,17.39817833,,
8.438,-7.24E-05,-0.07238188,17.43255333,,
8.439,-7.23E-05,-0.072306367,17.46693833,,
8.44,-7.22E-05,-0.07223087,17.50133333,,
8.441,-7.22E-05,-0.072155392,17.53573833,,
8.442,-7.21E-05,-0.072079931,17.57015333,,
8.443,-7.20E-05,-0.072004487,17.60457833,,
8.444,-7.19E-05,-0.071929061,17.63901333,,
8.445,-7.19E-05,-0.071853653,17.67345833,,
8.446,-7.18E-05,-0.071778263,17.70791333,,
8.447,-7.17E-05,-0.07170289,17.74237833,,
8.448,-7.16E-05,-0.071627534,17.77685333,,
8.449,-7.16E-05,-0.071552197,17.81133833,,
8.45,-7.15E-05,-0.071476878,17.84583333,,
8.451,-7.14E-05,-0.071401576,17.88033833,,
8.452,-7.13E-05,-0.071326292,17.91485333,,
8.453,-7.13E-05,-0.071251026,17.94937833,,
8.454,-7.12E-05,-0.071175778,17.98391333,,
8.455,-7.11E-05,-0.071100548,18.01845833,,
8.456,-7.10E-05,-0.071025336,18.05301333,,
8.457,-7.10E-05,-0.070950142,18.08757833,,
8.458,-7.09E-05,-0.070874967,18.12215333,,
8.459,-7.08E-05,-0.070799809,18.15673833,,
8.46,-7.07E-05,-0.070724669,18.19133333,,
8.461,-7.06E-05,-0.070649548,18.22593833,,
8.462,-7.06E-05,-0.070574445,18.26055333,,
8.463,-7.05E-05,-0.07049936,18.29517833,,
8.464,-7.04E-05,-0.070424294,18.32981333,,
8.465,-7.03E-05,-0.070349245,18.36445833,,
8.466,-7.03E-05,-0.070274215,18.39911333,,
8.467,-7.02E-05,-0.070199204,18.43377833,,
8.468,-7.01E-05,-0.070124211,18.46845333,,
