x,u_m,u_mm,M,,
0.513,-9.87E-06,-0.009869185,58.99917833,,
0.514,-9.91E-06,-0.00990561,58.95431333,,
0.515,-9.94E-06,-0.009942095,58.90945833,,
0.516,-9.98E-06,-0.009978638,58.86461333,,
0.517,-1.00E-05,-0.01001524,58.81977833,,
0.518,-1.01E-05,-0.0100519,58.77495333,,
0.519,-1.01E-05,-0.01008862,58.73013833,,
0.52,-1.01E-05,-0.010125398,58.68533333,,
0.521,-1.02E-05,-0.010162235,58.64053833,,
0.522,-1.02E-05,-0.010199131,58.59575333,,
0.523,-1.02E-05,-0.010236085,58.55097833,,
0.524,-1.03E-05,-0.010273098,58.50621333,,
0.525,-1.03E-05,-0.010310169,58.46145833,,
0.526,-1.03E-05,-0.010347299,58.41671333,,
0.527,-1.04E-05,-0.010384487,58.37197833,,
0.528,-1.04E-05,-0.010421734,58.32725333,,
0.529,-1.05E-05,-0.010459039,58.28253833,,
0.53,-1.05E-05,-0.010496402,58.23783333,,
0.531,-1.05E-05,-0.010533823,58.19313833,,
0.532,-1.06E-05,-0.010571303,58.14845333,,
0.533,-1.06E-05,-0.010608841,58.10377833,,
0.534,-1.06E-05,-0.010646437,58.05911333,,
0.535,-1.07E-05,-0.010684091,58.01445833,,
0.536,-1.07E-05,-0.010721802,57.96981333,,
0.537,-1.08E-05,-0.010759572,57.92517833,,
0.538,-1.08E-05,-0.0107974,57.88055333,,
0.539,-1.08E-05,-0.010835286,57.83593833,,
0.54,-1.09E-05,-0.010873229,57.79133333,,
0.541,-1.09E-05,-0.010911231,57.74673833,,
0.542,-1.09E-05,-0.01094929,57.70215333,,
0.543,-1.10E-05,-0.010987407,57.65757833,,
0.544,-1.10E-05,-0.011025581,57.61301333,,
0.545,-1.11E-05,-0.011063813,57.56845833,,
0.546,-1.11E-05,-0.011102103,57.52391333,,
0.547,-1.11E-05,-0.01114045,57.47937833,,
0.548,-1.12E-05,-0.011178854,57.43485333,,
0.549,-1.12E-05,-0.011217316,57.39033833,,
0.55,-1.13E-05,-0.011255836,57.34583333,,
0.551,-1.13E-05,-0.011294413,57.30133833,,
0.552,-1.13E-05,-0.011333047,57.25685333,,
0.553,-1.14E-05,-0.011371738,57.21237833,,
0.554,-1.14E-05,-0.011410487,57.16791333,,
0.555,-1.14E-05,-0.011449292,57.12345833,,
0.556,-1.15E-05,-0.011488155,57.07901333,,
0.557,-1.15E-05,-0.011527075,57.03457833,,
0.558,-1.16E-05,-0.011566052,56.99015333,,
0.559,-1.16E-05,-0.011605086,56.94573833,,
0.56,-1.16E-05,-0.011644177,56.90133333,,
0.561,-1.17E-05,-0.011683325,56.85693833,,
0.562,-1.17E-05,-0.01172253,56.81255333,,
0.563,-1.18E-05,-0.011761791,56.76817833,,
0.564,-1.18E-05,-0.011801109,56.72381333,,
0.565,-1.18E-05,-0.011840484,56.67945833,,
0.566,-1.19E-05,-0.011879916,56.63511333,,
0.567,-1.19E-05,-0.011919404,56.59077833,,
0.568,-1.20E-05,-0.011958949,56.54645333,,
0.569,-1.20E-05,-0.01199855,56.50213833,,
0.57,-1.20E-05,-0.012038208,56.45783333,,
0.571,-1.21E-05,-0.012077923,56.41353833,,
0.572,-1.21E-05,-0.012117694,56.36925333,,
0.573,-1.22E-05,-0.012157521,56.32497833,,
0.574,-1.22E-05,-0.012197404,56.28071333,,
0.575,-1.22E-05,-0.012237344,56.23645833,,
0.576,-1.23E-05,-0.01227734,56.19221333,,
0.577,-1.23E-05,-0.012317392,56.14797833,,
0.578,-1.24E-05,-0.0123575,56.10375333,,
0.579,-1.24E-05,-0.012397665,56.05953833,,
0.58,-1.24E-05,-0.012437885,56.01533333,,
0.581,-1.25E-05,-0.012478162,55.97113833,,
0.582,-1.25E-05,-0.012518494,55.92695333,,
0.583,-1.26E-05,-0.012558883,55.88277833,,
0.584,-1.26E-05,-0.012599327,55.83861333,,
0.585,-1.26E-05,-0.012639827,55.79445833,,
0.586,-1.27E-05,-0.012680383,55.75031333,,
0.587,-1.27E-05,-0.012720995,55.70617833,,
0.588,-1.28E-05,-0.012761662,55.66205333,,
0.589,-1.28E-05,-0.012802385,55.61793833,,
0.59,-1.28E-05,-0.012843164,55.57383333,,
0.591,-1.29E-05,-0.012883998,55.52973833,,
0.592,-1.29E-05,-0.012924888,55.48565333,,
0.593,-1.30E-05,-0.012965833,55.44157833,,
0.594,-1.30E-05,-0.013006834,55.39751333,,
0.595,-1.30E-05,-0.01304789,55.35345833,,
0.596,-1.31E-05,-0.013089002,55.30941333,,
0.597,-1.31E-05,-0.013130168,55.26537833,,
0.598,-1.32E-05,-0.01317139,55.22135333,,
0.599,-1.32E-05,-0.013212668,55.17733833,,
0.6,-0.000013254,-0.013254,55.13333333,,
0.601,-1.33E-05,-0.013295388,55.08933833,,
0.602,-1.33E-05,-0.01333683,55.04535333,,
0.603,-1.34E-05,-0.013378328,55.00137833,,
0.604,-1.34E-05,-0.013419881,54.95741333,,
0.605,-1.35E-05,-0.013461488,54.91345833,,
0.606,-1.35E-05,-0.013503151,54.86951333,,
0.607,-1.35E-05,-0.013544868,54.82557833,,
0.608,-1.36E-05,-0.013586641,54.78165333,,
0.609,-1.36E-05,-0.013628468,54.73773833,,
0.61,-1.37E-05,-0.013670349,54.69383333,,
0.611,-1.37E-05,-0.013712286,54.64993833,,
0.612,-1.38E-05,-0.013754277,54.60605333,,
0.613,-1.38E-05,-0.013796323,54.56217833,,
0.614,-1.38E-05,-0.013838423,54.51831333,,
0.615,-1.39E-05,-0.013880578,54.47445833,,
0.616,-1.39E-05,-0.013922787,54.43061333,,
0.617,-1.40E-05,-0.013965051,54.38677833,,
0.618,-1.40E-05,-0.014007369,54.34295333,,
0.619,-1.40E-05,-0.014049741,54.29913833,,
0.62,-1.41E-05,-0.014092168,54.25533333,,
0.621,-1.41E-05,-0.014134649,54.21153833,,
0.622,-1.42E-05,-0.014177184,54.16775333,,
0.623,-1.42E-05,-0.014219774,54.12397833,,
0.624,-1.43E-05,-0.014262417,54.08021333,,
0.625,-1.43E-05,-0.014305115,54.03645833,,
0.626,-1.43E-05,-0.014347866,53.99271333,,
0.627,-1.44E-05,-0.014390672,53.94897833,,
0.628,-1.44E-05,-0.014433532,53.90525333,,
0.629,-1.45E-05,-0.014476445,53.86153833,,
0.63,-1.45E-05,-0.014519412,53.81783333,,
0.631,-1.46E-05,-0.014562433,53.77413833,,
0.632,-1.46E-05,-0.014605508,53.73045333,,
0.633,-1.46E-05,-0.014648637,53.68677833,,
0.634,-1.47E-05,-0.014691819,53.64311333,,
0.635,-1.47E-05,-0.014735055,53.59945833,,
0.636,-1.48E-05,-0.014778345,53.55581333,,
0.637,-1.48E-05,-0.014821688,53.51217833,,
0.638,-1.49E-05,-0.014865085,53.46855333,,
0.639,-1.49E-05,-0.014908535,53.42493833,,
0.64,-1.50E-05,-0.014952038,53.38133333,,
0.641,-1.50E-05,-0.014995595,53.33773833,,
0.642,-1.50E-05,-0.015039206,53.29415333,,
0.643,-1.51E-05,-0.015082869,53.25057833,,
0.644,-1.51E-05,-0.015126586,53.20701333,,
0.645,-1.52E-05,-0.015170356,53.16345833,,
0.646,-1.52E-05,-0.015214179,53.11991333,,
0.647,-1.53E-05,-0.015258055,53.07637833,,
0.648,-1.53E-05,-0.015301985,53.03285333,,
0.649,-1.53E-05,-0.015345967,52.98933833,,
0.65,-1.54E-05,-0.015390003,52.94583333,,
0.651,-1.54E-05,-0.015434091,52.90233833,,
0.652,-1.55E-05,-0.015478232,52.85885333,,
0.653,-1.55E-05,-0.015522426,52.81537833,,
0.654,-1.56E-05,-0.015566673,52.77191333,,
0.655,-1.56E-05,-0.015610973,52.72845833,,
0.656,-1.57E-05,-0.015655325,52.68501333,,
0.657,-1.57E-05,-0.01569973,52.64157833,,
0.658,-1.57E-05,-0.015744188,52.59815333,,
0.659,-1.58E-05,-0.015788699,52.55473833,,
0.66,-1.58E-05,-0.015833261,52.51133333,,
0.661,-1.59E-05,-0.015877877,52.46793833,,
0.662,-1.59E-05,-0.015922545,52.42455333,,
0.663,-1.60E-05,-0.015967265,52.38117833,,
0.664,-1.60E-05,-0.016012038,52.33781333,,
0.665,-1.61E-05,-0.016056863,52.29445833,,
0.666,-1.61E-05,-0.01610174,52.25111333,,
0.667,-1.61E-05,-0.01614667,52.20777833,,
0.668,-1.62E-05,-0.016191651,52.16445333,,
0.669,-1.62E-05,-0.016236685,52.12113833,,
0.67,-1.63E-05,-0.016281771,52.07783333,,
0.671,-1.63E-05,-0.016326909,52.03453833,,
0.672,-1.64E-05,-0.0163721,51.99125333,,
0.673,-1.64E-05,-0.016417342,51.94797833,,
0.674,-1.65E-05,-0.016462636,51.90471333,,
0.675,-1.65E-05,-0.016507982,51.86145833,,
0.676,-1.66E-05,-0.01655338,51.81821333,,
0.677,-1.66E-05,-0.01659883,51.77497833,,
0.678,-1.66E-05,-0.016644331,51.73175333,,
0.679,-1.67E-05,-0.016689884,51.68853833,,
0.68,-1.67E-05,-0.016735489,51.64533333,,
0.681,-1.68E-05,-0.016781146,51.60213833,,
0.682,-1.68E-05,-0.016826854,51.55895333,,
0.683,-1.69E-05,-0.016872613,51.51577833,,
0.684,-1.69E-05,-0.016918425,51.47261333,,
0.685,-1.70E-05,-0.016964287,51.42945833,,
0.686,-1.70E-05,-0.017010201,51.38631333,,
0.687,-1.71E-05,-0.017056167,51.34317833,,
0.688,-1.71E-05,-0.017102184,51.30005333,,
0.689,-1.71E-05,-0.017148252,51.25693833,,
0.69,-1.72E-05,-0.017194371,51.21383333,,
0.691,-1.72E-05,-0.017240542,51.17073833,,
0.692,-1.73E-05,-0.017286764,51.12765333,,
0.693,-1.73E-05,-0.017333037,51.08457833,,
0.694,-1.74E-05,-0.017379361,51.04151333,,
0.695,-1.74E-05,-0.017425736,50.99845833,,
0.696,-1.75E-05,-0.017472162,50.95541333,,
0.697,-1.75E-05,-0.017518639,50.91237833,,
0.698,-1.76E-05,-0.017565167,50.86935333,,
0.699,-1.76E-05,-0.017611745,50.82633833,,
0.7,-1.77E-05,-0.017658375,50.78333333,,
0.701,-1.77E-05,-0.017705055,50.74033833,,
0.702,-1.78E-05,-0.017751787,50.69735333,,
0.703,-1.78E-05,-0.017798568,50.65437833,,
0.704,-1.78E-05,-0.017845401,50.61141333,,
0.705,-1.79E-05,-0.017892284,50.56845833,,
0.706,-1.79E-05,-0.017939218,50.52551333,,
0.707,-1.80E-05,-0.017986202,50.48257833,,
0.708,-1.80E-05,-0.018033236,50.43965333,,
0.709,-1.81E-05,-0.018080322,50.39673833,,
0.71,-1.81E-05,-0.018127457,50.35383333,,
0.711,-1.82E-05,-0.018174643,50.31093833,,
0.712,-1.82E-05,-0.018221879,50.26805333,,
0.713,-1.83E-05,-0.018269165,50.22517833,,
0.714,-1.83E-05,-0.018316502,50.18231333,,
0.715,-1.84E-05,-0.018363889,50.13945833,,
0.716,-1.84E-05,-0.018411326,50.09661333,,
0.717,-1.85E-05,-0.018458813,50.05377833,,
0.718,-1.85E-05,-0.01850635,50.01095333,,
0.719,-1.86E-05,-0.018553937,49.96813833,,
0.72,-1.86E-05,-0.018601574,49.92533333,,
0.721,-1.86E-05,-0.018649261,49.88253833,,
0.722,-1.87E-05,-0.018696998,49.83975333,,
0.723,-1.87E-05,-0.018744785,49.79697833,,
0.724,-1.88E-05,-0.018792622,49.75421333,,
0.725,-1.88E-05,-0.018840508,49.71145833,,
0.726,-1.89E-05,-0.018888444,49.66871333,,
0.727,-1.89E-05,-0.01893643,49.62597833,,
0.728,-1.90E-05,-0.018984465,49.58325333,,
0.729,-1.90E-05,-0.01903255,49.54053833,,
0.73,-1.91E-05,-0.019080684,49.49783333,,
0.731,-1.91E-05,-0.019128868,49.45513833,,
0.732,-1.92E-05,-0.019177102,49.41245333,,
0.733,-1.92E-05,-0.019225384,49.36977833,,
0.734,-1.93E-05,-0.019273717,49.32711333,,
0.735,-1.93E-05,-0.019322098,49.28445833,,
0.736,-1.94E-05,-0.019370529,49.24181333,,
0.737,-1.94E-05,-0.019419009,49.19917833,,
0.738,-1.95E-05,-0.019467538,49.15655333,,
0.739,-1.95E-05,-0.019516117,49.11393833,,
0.74,-1.96E-05,-0.019564744,49.07133333,,
0.741,-1.96E-05,-0.019613421,49.02873833,,
0.742,-1.97E-05,-0.019662146,48.98615333,,
0.743,-1.97E-05,-0.019710921,48.94357833,,
0.744,-1.98E-05,-0.019759744,48.90101333,,
0.745,-1.98E-05,-0.019808617,48.85845833,,
0.746,-1.99E-05,-0.019857538,48.81591333,,
0.747,-1.99E-05,-0.019906508,48.77337833,,
0.748,-2.00E-05,-0.019955527,48.73085333,,
0.749,-2.00E-05,-0.020004595,48.68833833,,
0.75,-2.01E-05,-0.020053711,48.64583333,,
0.751,-2.01E-05,-0.020102876,48.60333833,,
0.752,-2.02E-05,-0.020152089,48.56085333,,
0.753,-2.02E-05,-0.020201352,48.51837833,,
0.754,-2.03E-05,-0.020250662,48.47591333,,
0.755,-2.03E-05,-0.020300021,48.43345833,,
0.756,-2.03E-05,-0.020349429,48.39101333,,
0.757,-2.04E-05,-0.020398885,48.34857833,,
0.758,-2.04E-05,-0.020448389,48.30615333,,
0.759,-2.05E-05,-0.020497942,48.26373833,,
0.76,-2.05E-05,-0.020547542,48.22133333,,
0.761,-2.06E-05,-0.020597191,48.17893833,,
0.762,-2.06E-05,-0.020646889,48.13655333,,
0.763,-2.07E-05,-0.020696634,48.09417833,,
0.764,-2.07E-05,-0.020746428,48.05181333,,
0.765,-2.08E-05,-0.020796269,48.00945833,,
0.766,-2.08E-05,-0.020846159,47.96711333,,
0.767,-2.09E-05,-0.020896096,47.92477833,,
0.768,-2.09E-05,-0.020946082,47.88245333,,
0.769,-2.10E-05,-0.020996115,47.84013833,,
0.77,-2.10E-05,-0.021046196,47.79783333,,
0.771,-2.11E-05,-0.021096325,47.75553833,,
0.772,-2.11E-05,-0.021146502,47.71325333,,
0.773,-2.12E-05,-0.021196726,47.67097833,,
0.774,-2.12E-05,-0.021246998,47.62871333,,
0.775,-2.13E-05,-0.021297318,47.58645833,,
0.776,-2.13E-05,-0.021347685,47.54421333,,
0.777,-2.14E-05,-0.0213981,47.50197833,,
0.778,-2.14E-05,-0.021448562,47.45975333,,
0.779,-2.15E-05,-0.021499072,47.41753833,,
0.78,-2.15E-05,-0.021549629,47.37533333,,
0.781,-2.16E-05,-0.021600234,47.33313833,,
0.782,-2.17E-05,-0.021650886,47.29095333,,
0.783,-2.17E-05,-0.021701585,47.24877833,,
0.784,-2.18E-05,-0.021752332,47.20661333,,
0.785,-2.18E-05,-0.021803125,47.16445833,,
0.786,-2.19E-05,-0.021853966,47.12231333,,
0.787,-2.19E-05,-0.021904854,47.08017833,,
0.788,-2.20E-05,-0.021955789,47.03805333,,
0.789,-2.20E-05,-0.022006771,46.99593833,,
0.79,-2.21E-05,-0.0220578,46.95383333,,
0.791,-2.21E-05,-0.022108876,46.91173833,,
0.792,-2.22E-05,-0.022159999,46.86965333,,
0.793,-2.22E-05,-0.022211169,46.82757833,,
0.794,-2.23E-05,-0.022262386,46.78551333,,
0.795,-2.23E-05,-0.022313649,46.74345833,,
0.796,-2.24E-05,-0.022364959,46.70141333,,
0.797,-2.24E-05,-0.022416316,46.65937833,,
0.798,-2.25E-05,-0.02246772,46.61735333,,
0.799,-2.25E-05,-0.02251917,46.57533833,,
0.8,-2.26E-05,-0.022570667,46.53333333,,
0.801,-2.26E-05,-0.02262221,46.49133833,,
0.802,-2.27E-05,-0.0226738,46.44935333,,
0.803,-2.27E-05,-0.022725436,46.40737833,,
0.804,-2.28E-05,-0.022777118,46.36541333,,
0.805,-2.28E-05,-0.022828847,46.32345833,,
0.806,-2.29E-05,-0.022880623,46.28151333,,
0.807,-2.29E-05,-0.022932444,46.23957833,,
0.808,-2.30E-05,-0.022984312,46.19765333,,
0.809,-2.30E-05,-0.023036226,46.15573833,,
0.81,-2.31E-05,-0.023088186,46.11383333,,
0.811,-2.31E-05,-0.023140193,46.07193833,,
0.812,-2.32E-05,-0.023192245,46.03005333,,
0.813,-2.32E-05,-0.023244343,45.98817833,,
0.814,-2.33E-05,-0.023296488,45.94631333,,
0.815,-2.33E-05,-0.023348678,45.90445833,,
0.816,-2.34E-05,-0.023400914,45.86261333,,
0.817,-2.35E-05,-0.023453196,45.82077833,,
0.818,-2.35E-05,-0.023505524,45.77895333,,
0.819,-2.36E-05,-0.023557898,45.73713833,,
0.82,-2.36E-05,-0.023610317,45.69533333,,
0.821,-2.37E-05,-0.023662783,45.65353833,,
0.822,-2.37E-05,-0.023715293,45.61175333,,
0.823,-2.38E-05,-0.02376785,45.56997833,,
0.824,-2.38E-05,-0.023820452,45.52821333,,
0.825,-2.39E-05,-0.023873099,45.48645833,,
0.826,-2.39E-05,-0.023925792,45.44471333,,
0.827,-2.40E-05,-0.023978531,45.40297833,,
0.828,-2.40E-05,-0.024031314,45.36125333,,
0.829,-2.41E-05,-0.024084144,45.31953833,,
0.83,-2.41E-05,-0.024137018,45.27783333,,
0.831,-2.42E-05,-0.024189938,45.23613833,,
0.832,-2.42E-05,-0.024242903,45.19445333,,
0.833,-2.43E-05,-0.024295913,45.15277833,,
0.834,-2.43E-05,-0.024348968,45.11111333,,
0.835,-2.44E-05,-0.024402069,45.06945833,,
0.836,-2.45E-05,-0.024455214,45.02781333,,
0.837,-2.45E-05,-0.024508405,44.98617833,,
0.838,-2.46E-05,-0.02456164,44.94455333,,
0.839,-2.46E-05,-0.024614921,44.90293833,,
0.84,-2.47E-05,-0.024668246,44.86133333,,
0.841,-2.47E-05,-0.024721617,44.81973833,,
0.842,-2.48E-05,-0.024775032,44.77815333,,
0.843,-2.48E-05,-0.024828492,44.73657833,,
0.844,-2.49E-05,-0.024881996,44.69501333,,
0.845,-2.49E-05,-0.024935546,44.65345833,,
0.846,-2.50E-05,-0.024989139,44.61191333,,
0.847,-2.50E-05,-0.025042778,44.57037833,,
0.848,-2.51E-05,-0.025096461,44.52885333,,
0.849,-2.52E-05,-0.025150189,44.48733833,,
0.85,-2.52E-05,-0.025203961,44.44583333,,
0.851,-2.53E-05,-0.025257778,44.40433833,,
0.852,-2.53E-05,-0.025311639,44.36285333,,
0.853,-2.54E-05,-0.025365544,44.32137833,,
0.854,-2.54E-05,-0.025419494,44.27991333,,
0.855,-2.55E-05,-0.025473488,44.23845833,,
0.856,-2.55E-05,-0.025527526,44.19701333,,
0.857,-2.56E-05,-0.025581608,44.15557833,,
0.858,-2.56E-05,-0.025635735,44.11415333,,
0.859,-2.57E-05,-0.025689905,44.07273833,,
0.86,-2.57E-05,-0.02574412,44.03133333,,
0.861,-2.58E-05,-0.025798379,43.98993833,,
0.862,-2.59E-05,-0.025852682,43.94855333,,
0.863,-2.59E-05,-0.025907028,43.90717833,,
0.864,-2.60E-05,-0.025961419,43.86581333,,
0.865,-2.60E-05,-0.026015853,43.82445833,,
0.866,-2.61E-05,-0.026070332,43.78311333,,
0.867,-2.61E-05,-0.026124854,43.74177833,,
0.868,-2.62E-05,-0.02617942,43.70045333,,
0.869,-2.62E-05,-0.026234029,43.65913833,,
0.87,-2.63E-05,-0.026288682,43.61783333,,
0.871,-2.63E-05,-0.026343379,43.57653833,,
0.872,-2.64E-05,-0.02639812,43.53525333,,
0.873,-2.65E-05,-0.026452903,43.49397833,,
0.874,-2.65E-05,-0.026507731,43.45271333,,
0.875,-2.66E-05,-0.026562602,43.41145833,,
0.876,-2.66E-05,-0.026617516,43.37021333,,
0.877,-2.67E-05,-0.026672474,43.32897833,,
0.878,-2.67E-05,-0.026727475,43.28775333,,
0.879,-2.68E-05,-0.026782519,43.24653833,,
0.88,-2.68E-05,-0.026837606,43.20533333,,
0.881,-2.69E-05,-0.026892737,43.16413833,,
0.882,-2.69E-05,-0.026947911,43.12295333,,
0.883,-2.70E-05,-0.027003128,43.08177833,,
0.884,-2.71E-05,-0.027058388,43.04061333,,
0.885,-2.71E-05,-0.027113691,42.99945833,,
0.886,-2.72E-05,-0.027169037,42.95831333,,
0.887,-2.72E-05,-0.027224426,42.91717833,,
0.888,-2.73E-05,-0.027279858,42.87605333,,
0.889,-2.73E-05,-0.027335333,42.83493833,,
0.89,-2.74E-05,-0.027390851,42.79383333,,
0.891,-2.74E-05,-0.027446412,42.75273833,,
0.892,-2.75E-05,-0.027502015,42.71165333,,
0.893,-2.76E-05,-0.027557661,42.67057833,,
0.894,-2.76E-05,-0.027613349,42.62951333,,
0.895,-2.77E-05,-0.027669081,42.58845833,,
0.896,-2.77E-05,-0.027724855,42.54741333,,
0.897,-2.78E-05,-0.027780671,42.50637833,,
0.898,-2.78E-05,-0.02783653,42.46535333,,
0.899,-2.79E-05,-0.027892431,42.42433833,,
0.9,-2.79E-05,-0.027948375,42.38333333,,
0.901,-2.80E-05,-0.028004361,42.34233833,,
0.902,-2.81E-05,-0.02806039,42.30135333,,
0.903,-2.81E-05,-0.028116461,42.26037833,,
0.904,-2.82E-05,-0.028172574,42.21941333,,
0.905,-2.82E-05,-0.028228729,42.17845833,,
0.906,-2.83E-05,-0.028284926,42.13751333,,
0.907,-2.83E-05,-0.028341166,42.09657833,,
0.908,-2.84E-05,-0.028397448,42.05565333,,
0.909,-2.85E-05,-0.028453772,42.01473833,,
0.91,-2.85E-05,-0.028510137,41.97383333,,
0.911,-2.86E-05,-0.028566545,41.93293833,,
0.912,-2.86E-05,-0.028622995,41.89205333,,
0.913,-2.87E-05,-0.028679486,41.85117833,,
0.914,-2.87E-05,-0.02873602,41.81031333,,
0.915,-2.88E-05,-0.028792595,41.76945833,,
0.916,-2.88E-05,-0.028849212,41.72861333,,
0.917,-2.89E-05,-0.028905871,41.68777833,,
0.918,-2.90E-05,-0.028962571,41.64695333,,
0.919,-2.90E-05,-0.029019313,41.60613833,,
0.92,-2.91E-05,-0.029076097,41.56533333,,
0.921,-2.91E-05,-0.029132922,41.52453833,,
0.922,-2.92E-05,-0.029189789,41.48375333,,
0.923,-2.92E-05,-0.029246697,41.44297833,,
0.924,-2.93E-05,-0.029303647,41.40221333,,
0.925,-2.94E-05,-0.029360638,41.36145833,,
0.926,-2.94E-05,-0.029417671,41.32071333,,
0.927,-2.95E-05,-0.029474744,41.27997833,,
0.928,-2.95E-05,-0.02953186,41.23925333,,
0.929,-2.96E-05,-0.029589016,41.19853833,,
0.93,-2.96E-05,-0.029646213,41.15783333,,
0.931,-2.97E-05,-0.029703452,41.11713833,,
0.932,-2.98E-05,-0.029760732,41.07645333,,
0.933,-2.98E-05,-0.029818053,41.03577833,,
0.934,-2.99E-05,-0.029875415,40.99511333,,
0.935,-2.99E-05,-0.029932817,40.95445833,,
0.936,-3.00E-05,-0.029990261,40.91381333,,
0.937,-3.00E-05,-0.030047746,40.87317833,,
0.938,-3.01E-05,-0.030105272,40.83255333,,
0.939,-3.02E-05,-0.030162838,40.79193833,,
0.94,-3.02E-05,-0.030220445,40.75133333,,
0.941,-3.03E-05,-0.030278093,40.71073833,,
0.942,-3.03E-05,-0.030335782,40.67015333,,
0.943,-3.04E-05,-0.030393512,40.62957833,,
0.944,-3.05E-05,-0.030451282,40.58901333,,
0.945,-3.05E-05,-0.030509092,40.54845833,,
0.946,-3.06E-05,-0.030566943,40.50791333,,
0.947,-3.06E-05,-0.030624835,40.46737833,,
0.948,-3.07E-05,-0.030682767,40.42685333,,
0.949,-3.07E-05,-0.03074074,40.38633833,,
0.95,-3.08E-05,-0.030798753,40.34583333,,
0.951,-3.09E-05,-0.030856806,40.30533833,,
0.952,-3.09E-05,-0.030914899,40.26485333,,
0.953,-3.10E-05,-0.030973033,40.22437833,,
0.954,-3.10E-05,-0.031031207,40.18391333,,
0.955,-3.11E-05,-0.031089422,40.14345833,,
0.956,-3.11E-05,-0.031147676,40.10301333,,
0.957,-3.12E-05,-0.031205971,40.06257833,,
0.958,-3.13E-05,-0.031264305,40.02215333,,
0.959,-3.13E-05,-0.03132268,39.98173833,,
0.96,-3.14E-05,-0.031381094,39.94133333,,
0.961,-3.14E-05,-0.031439549,39.90093833,,
0.962,-3.15E-05,-0.031498043,39.86055333,,
0.963,-3.16E-05,-0.031556578,39.82017833,,
0.964,-3.16E-05,-0.031615152,39.77981333,,
0.965,-3.17E-05,-0.031673766,39.73945833,,
0.966,-3.17E-05,-0.031732419,39.69911333,,
0.967,-3.18E-05,-0.031791113,39.65877833,,
0.968,-3.18E-05,-0.031849846,39.61845333,,
0.969,-3.19E-05,-0.031908618,39.57813833,,
0.97,-3.20E-05,-0.03196743,39.53783333,,
0.971,-3.20E-05,-0.032026282,39.49753833,,
0.972,-3.21E-05,-0.032085173,39.45725333,,
0.973,-3.21E-05,-0.032144104,39.41697833,,
0.974,-3.22E-05,-0.032203074,39.37671333,,
0.975,-3.23E-05,-0.032262083,39.33645833,,
0.976,-3.23E-05,-0.032321132,39.29621333,,
0.977,-3.24E-05,-0.03238022,39.25597833,,
0.978,-3.24E-05,-0.032439348,39.21575333,,
0.979,-3.25E-05,-0.032498514,39.17553833,,
0.98,-3.26E-05,-0.03255772,39.13533333,,
0.981,-3.26E-05,-0.032616965,39.09513833,,
0.982,-3.27E-05,-0.032676249,39.05495333,,
0.983,-3.27E-05,-0.032735572,39.01477833,,
0.984,-3.28E-05,-0.032794934,38.97461333,,
0.985,-3.29E-05,-0.032854335,38.93445833,,
0.986,-3.29E-05,-0.032913775,38.89431333,,
0.987,-3.30E-05,-0.032973254,38.85417833,,
0.988,-3.30E-05,-0.033032772,38.81405333,,
0.989,-3.31E-05,-0.033092328,38.77393833,,
0.99,-3.32E-05,-0.033151923,38.73383333,,
0.991,-3.32E-05,-0.033211557,38.69373833,,
0.992,-3.33E-05,-0.03327123,38.65365333,,
0.993,-3.33E-05,-0.033330941,38.61357833,,
0.994,-3.34E-05,-0.033390691,38.57351333,,
0.995,-3.35E-05,-0.03345048,38.53345833,,
0.996,-3.35E-05,-0.033510307,38.49341333,,
0.997,-3.36E-05,-0.033570173,38.45337833,,
0.998,-3.36E-05,-0.033630077,38.41335333,,
0.999,-3.37E-05,-0.033690019,38.37333833,,
1,-0.00003375,-0.03375,38.33333333,,
1.001,-3.38E-05,-0.033810019,38.29333833,,
1.002,-3.39E-05,-0.033870077,38.25335333,,
1.003,-3.39E-05,-0.033930172,38.21337833,,
1.004,-3.40E-05,-0.033990306,38.17341333,,
1.005,-3.41E-05,-0.034050478,38.13345833,,
1.006,-3.41E-05,-0.034110689,38.09351333,,
1.007,-3.42E-05,-0.034170937,38.05357833,,
1.008,-3.42E-05,-0.034231223,38.01365333,,
1.009,-3.43E-05,-0.034291548,37.97373833,,
1.01,-3.44E-05,-0.03435191,37.93383333,,
1.011,-3.44E-05,-0.03441231,37.89393833,,
1.012,-3.45E-05,-0.034472748,37.85405333,,
1.013,-3.45E-05,-0.034533225,37.81417833,,
1.014,-3.46E-05,-0.034593738,37.77431333,,
1.015,-3.47E-05,-0.03465429,37.73445833,,
1.016,-3.47E-05,-0.034714879,37.69461333,,
1.017,-3.48E-05,-0.034775506,37.65477833,,
1.018,-3.48E-05,-0.034836171,37.61495333,,
1.019,-3.49E-05,-0.034896873,37.57513833,,
1.02,-3.50E-05,-0.034957613,37.53533333,,
1.021,-3.50E-05,-0.035018391,37.49553833,,
1.022,-3.51E-05,-0.035079206,37.45575333,,
1.023,-3.51E-05,-0.035140058,37.41597833,,
1.024,-3.52E-05,-0.035200948,37.37621333,,
1.025,-3.53E-05,-0.035261875,37.33645833,,
1.026,-3.53E-05,-0.03532284,37.29671333,,
1.027,-3.54E-05,-0.035383842,37.25697833,,
1.028,-3.54E-05,-0.035444881,37.21725333,,
1.029,-3.55E-05,-0.035505957,37.17753833,,
1.03,-3.56E-05,-0.03556707,37.13783333,,
